# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Apr 25 18:51:06 2019
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
#
pl_name,pl_discmethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim
CoRoT-14 b,Transit,1.51214000,0.00013000,-0.00013000,0,0.027000,0.002000,-0.002000,0,0.000000,,,0,7.60000,0.60000,-0.60000,0,1.090,0.070,-0.070,0,7.30000,1.50000,-1.50000,0,6035.00,100.00,-100.00,0,1.13,0.09,-0.09,0,1.21,0.08,-0.08,0,1952,66,-66,0,,,,
CoRoT-16 b,Transit,5.35227000,0.00020000,-0.00020000,0,0.061800,0.001500,-0.001500,0,0.330000,0.090000,-0.100000,0,0.53500,0.08500,-0.08300,0,1.170,0.160,-0.140,0,0.44000,0.21000,-0.14000,0,5650.00,100.00,-100.00,0,1.10,0.08,-0.08,0,1.19,0.14,-0.13,0,,,,,,,,
CoRoT-17 b,Transit,3.76810000,0.00030000,-0.00030000,0,0.046100,0.000800,-0.000800,0,0.000000,,,0,2.43000,0.30000,-0.30000,0,1.020,0.070,-0.070,0,2.82000,0.38000,-0.38000,0,5740.00,80.00,-80.00,0,1.04,0.10,-0.10,0,1.59,0.07,-0.07,0,1626,31,-31,0,,,,
CoRoT-18 b,Transit,1.90006930,0.00000280,-0.00000280,0,0.029500,0.001600,-0.001600,0,0.080000,,,1,3.47000,0.38000,-0.38000,0,1.310,0.180,-0.180,0,2.20000,0.80000,-0.80000,0,5440.00,100.00,-100.00,0,0.95,0.15,-0.15,0,1.00,0.13,-0.13,0,1550,90,-90,0,,,,
CoRoT-19 b,Transit,3.89713000,0.00002000,-0.00002000,0,0.051800,0.000800,-0.000800,0,0.047000,0.045000,-0.045000,0,1.11000,0.06000,-0.06000,0,1.290,0.030,-0.030,0,0.71000,0.06000,-0.06000,0,6090.00,70.00,-70.00,0,1.21,0.05,-0.05,0,1.65,0.04,-0.04,0,2000,150,-150,0,0.544,0.024,-0.026,0
CoRoT-2 b,Transit,1.74299350,0.00000100,-0.00000100,0,0.027980,0.000760,-0.000800,0,0.014300,0.007700,-0.007600,0,3.47000,0.22000,-0.22000,0,1.466,0.042,-0.044,0,1.47000,0.08000,-0.07400,0,5625.00,120.00,-120.00,0,0.96,0.08,-0.08,0,0.91,0.03,-0.03,0,,,,,,,,
CoRoT-20 b,Transit,9.24285000,0.00030000,-0.00030000,0,0.090000,0.002000,-0.002000,0,0.590000,0.020000,-0.020000,0,4.30000,0.20000,-0.20000,0,,,,0,,,,0,,,,0,1.14,0.08,-0.08,0,,,,0,,,,0,,,,0
CoRoT-20 c,Radial Velocity,1675.00000000,19.00000000,-17.00000000,0,2.900000,0.070000,-0.070000,0,0.600000,0.030000,-0.030000,0,17.00000,1.00000,-1.00000,0,,,,0,,,,0,,,,0,1.14,0.08,-0.08,0,,,,0,,,,0,,,,0
CoRoT-21 b,Transit,2.72474000,0.00014000,-0.00014000,0,0.041700,0.001100,-0.001100,0,0.000000,,,0,2.26000,0.31000,-0.31000,0,1.300,0.140,-0.140,0,1.36000,0.48000,-0.48000,0,6200.00,100.00,-100.00,0,1.29,0.09,-0.09,0,1.95,0.21,-0.21,0,,,,0,,,,0
CoRoT-22 b,Transit,9.75598000,0.00011000,-0.00011000,0,0.092000,0.001400,-0.001400,0,0.077000,0.300000,-0.042000,0,0.03800,0.04400,-0.02800,0,0.435,0.015,-0.035,0,0.24900,1.00000,-0.09700,0,5939.00,54.00,-120.00,0,1.10,0.05,-0.05,0,1.14,0.04,-0.09,0,885,53,-280,0,,,,
CoRoT-23 b,Transit,3.63130000,0.00010000,-0.00010000,0,0.048000,0.004000,-0.004000,0,0.160000,0.020000,-0.020000,0,2.80000,0.30000,-0.30000,0,1.050,0.130,-0.130,0,3.00000,1.10000,-1.10000,0,5900.00,100.00,-100.00,0,1.14,0.08,-0.08,0,1.61,0.18,-0.18,0,1660,,,0,,,,
CoRoT-24 b,Transit,5.11340000,0.00060000,-0.00060000,0,0.056000,0.002000,-0.002000,0,0.000000,,,0,0.01800,,,1,0.330,0.040,-0.040,0,0.90000,,,1,4950.00,150.00,-150.00,0,0.91,0.09,-0.09,0,0.86,0.09,-0.09,0,1070,140,-140,0,,,,
CoRoT-24 c,Transit,11.75900000,0.00630000,-0.00630000,0,0.098000,0.003000,-0.003000,0,0.000000,,,0,0.08800,0.03500,-0.03500,0,0.440,0.040,-0.040,0,1.30000,0.50000,-0.40000,0,4950.00,150.00,-150.00,0,0.91,0.09,-0.09,0,0.86,0.09,-0.09,0,850,80,-80,0,,,,
CoRoT-25 b,Transit,4.86069000,0.00006000,-0.00006000,0,0.057800,0.002000,-0.000900,0,0.000000,,,0,0.27000,0.04000,-0.04000,0,1.080,0.300,-0.100,0,0.15000,0.15000,-0.06000,0,6040.00,90.00,-90.00,0,1.09,0.11,-0.05,0,1.19,0.14,-0.03,0,1330,80,-40,0,,,,
CoRoT-26 b,Transit,4.20474000,0.00005000,-0.00005000,0,0.052600,0.001000,-0.001000,0,0.000000,,,0,0.52000,0.05000,-0.05000,0,1.260,0.130,-0.070,0,0.28000,0.09000,-0.07000,0,5590.00,100.00,-100.00,0,1.09,0.06,-0.06,0,1.79,0.18,-0.09,0,1600,80,-70,0,,,,
CoRoT-27 b,Transit,3.57532000,0.00006000,-0.00006000,0,0.047600,0.006600,-0.006600,0,0.065000,,,1,10.39000,0.55000,-0.55000,0,1.007,0.044,-0.044,0,12.60000,1.92000,-1.67000,0,5900.00,120.00,-120.00,0,1.05,0.11,-0.11,0,1.08,0.18,-0.06,0,1500,130,-130,0,,,,
CoRoT-28 b,Transit,5.20851000,0.00038000,-0.00038000,0,0.060300,0.005000,-0.005000,0,0.047000,0.055000,-0.038000,0,0.48400,0.08700,-0.08700,0,0.955,0.066,-0.066,0,0.69000,0.27000,-0.27000,0,5150.00,100.00,-100.00,0,1.01,0.14,-0.14,0,1.78,0.11,-0.11,0,,,,,,,,
CoRoT-29 b,Transit,2.85057000,0.00000600,-0.00000600,0,0.038600,0.005900,-0.005900,0,0.082000,0.081000,-0.081000,0,0.85000,0.20000,-0.20000,0,0.900,0.160,-0.160,0,1.45000,0.74000,-0.74000,0,5260.00,100.00,-100.00,0,0.97,0.14,-0.14,0,0.90,0.12,-0.12,0,,,,,,,,
CoRoT-3 b,Transit,4.25680000,0.00000500,-0.00000500,0,,,,,0.000000,,,0,21.66000,1.00000,-1.00000,0,1.010,0.070,-0.070,0,26.40000,5.60000,-5.60000,0,6740.00,140.00,-140.00,0,1.37,0.09,-0.09,0,1.56,0.09,-0.09,0,,,,,,,,
CoRoT-4 b,Transit,9.20205000,0.00037000,-0.00037000,0,0.090000,0.001000,-0.001000,0,0.000000,0.100000,-0.100000,0,0.72000,0.08000,-0.08000,0,1.190,0.060,-0.050,0,0.52500,0.15000,-0.15000,0,6190.00,60.00,-60.00,0,1.16,0.03,-0.02,0,1.17,0.01,-0.03,0,1074,19,-19,0,,,,
CoRoT-5 b,Transit,4.03789620,0.00000190,-0.00000190,0,0.049470,0.000260,-0.000290,0,0.090000,0.090000,-0.040000,0,0.46700,0.04700,-0.02400,0,1.388,0.046,-0.047,0,0.21700,0.03100,-0.02500,0,6100.00,65.00,-65.00,0,1.00,0.02,-0.02,0,1.19,0.04,-0.04,0,1438,39,-39,0,,,,
CoRoT-6 b,Transit,8.88659300,0.00000400,-0.00000400,0,0.085500,0.001500,-0.001500,0,0.100000,,,1,2.96000,0.34000,-0.34000,0,1.166,0.035,-0.035,0,2.32000,0.31000,-0.31000,0,6090.00,70.00,-70.00,0,1.05,0.05,-0.05,0,1.02,0.03,-0.03,0,1017,19,-19,0,,,,
CoRoT-7 b,Transit,0.85359163,0.00000001,-0.00000001,0,,,,0,0.000000,,,0,0.01000,0.00000,0.00000,0,0.150,0.010,-0.010,0,,,,0,5275.00,75.00,-75.00,0,0.82,0.17,-0.17,0,0.83,0.04,-0.04,0,,,,0,,,,0
CoRoT-7 c,Radial Velocity,3.69800000,0.00300000,-0.00300000,0,0.046000,,,0,0.000000,,,0,0.02643,0.00283,-0.00283,0,,,,,,,,,5275.00,75.00,-75.00,0,0.82,0.17,-0.17,0,0.83,0.04,-0.04,0,,,,,,,,0
CoRoT-8 b,Transit,6.21229000,0.00003000,-0.00003000,0,0.063000,0.001000,-0.001000,0,0.000000,,,0,0.22000,0.03000,-0.03000,0,0.570,0.020,-0.020,0,1.60000,0.10000,-0.10000,0,5080.00,80.00,-80.00,0,0.88,0.04,-0.04,0,0.77,0.02,-0.02,0,,,,,,,,
CoRoT-9 b,Transit,95.27265600,0.00006800,-0.00006800,0,0.402100,0.005400,-0.005400,0,0.133000,0.042000,-0.037000,0,0.84000,0.05000,-0.05000,0,1.066,0.075,-0.063,0,0.86000,0.18000,-0.16000,0,5625.00,80.00,-80.00,0,0.96,0.04,-0.04,0,0.96,0.06,-0.06,0,420,16,-16,0,,,,0
CoRoTID 223977153 b,Transit,6.71837000,0.00001000,-0.00001000,0,0.071000,0.001000,-0.001000,0,,,,0,0.15000,0.10000,-0.10000,0,0.570,0.060,-0.050,0,1.10000,1.30000,-0.80000,0,5970.00,100.00,-100.00,0,1.08,0.08,-0.07,0,0.79,0.08,-0.09,0,938,65,-52,0,-0.155,0.109,-0.146,0
DENIS-P J082303.1-491201 b,Astrometry,246.36000000,1.38000000,-1.35000000,0,0.360000,0.010000,-0.010000,0,0.345000,0.068000,-0.064000,0,28.50000,1.90000,-1.90000,0,,,,,,,,,,,,,0.07,0.01,-0.01,0,,,,,,,,,,,,
DH Tau b,Imaging,,,,,330.000000,,,0,,,,,11.00000,10.00000,-3.00000,0,,,,,,,,,,,,,0.33,,,0,0.27,0.07,-0.07,0,,,,,,,,
DP Leo b,Eclipse Timing Variations,10220.00000000,730.00000000,-730.00000000,0,8.190000,0.390000,-0.390000,0,0.390000,0.130000,-0.130000,0,6.05000,0.47000,-0.58000,0,,,,,,,,,,,,,0.69,,,0,,,,,,,,,,,,
EPIC 211822797 b,Transit,21.16986100,0.00172500,-0.00169500,0,0.131000,0.004000,-0.005000,0,0.060000,0.135970,-0.048705,0,,,,0,0.177,0.010,-0.010,0,,,,0,4148.21,82.41,-80.21,0,0.66,0.07,-0.07,0,0.57,0.03,-0.03,0,,,,0,,,,0
EPIC 211945201 b,Transit,19.49221000,0.00066600,-0.00065300,0,0.149300,0.001500,-0.001500,0,,,,0,,,,0,0.514,0.027,-0.027,0,,,,0,6069.00,90.00,-90.00,0,1.17,0.04,-0.04,0,1.39,0.02,-0.02,0,817,15,-14,0,,,,0
EPIC 220674823 b,Transit,0.57133100,0.00002000,-0.00002100,0,0.013400,0.000200,-0.000200,0,,,,0,,,,0,0.162,0.009,-0.009,0,,,,0,5617.00,86.00,-86.00,0,0.97,0.04,-0.04,0,0.98,0.02,-0.02,0,2119,41,-41,0,,,,0
EPIC 220674823 c,Transit,13.33907900,0.00194000,-0.00185900,0,0.109100,0.001400,-0.001500,0,,,,0,,,,0,0.244,0.016,-0.016,0,,,,0,5617.00,86.00,-86.00,0,0.97,0.04,-0.04,0,0.98,0.02,-0.02,0,741,14,-14,0,,,,0
EPIC 246851721 b,Transit,6.18023500,0.00001400,-0.00001400,0,0.072290,0.000740,-0.000750,0,,,,0,3.00000,1.10000,-1.20000,0,1.051,0.044,-0.044,0,3.10000,1.30000,-1.30000,0,6202.00,52.00,-50.00,0,1.32,0.04,-0.04,0,1.59,0.03,-0.03,0,1401,16,-16,0,0.526,0.025,-0.024,0
FU Tau b,Imaging,,,,,800.000000,,,0,,,,,16.00000,,,0,,,,,,,,,2838.00,,,0,0.05,,,0,,,,,2375,,,0,-0.699,,,0
Fomalhaut b,Imaging,555530.00000000,184690.00000000,-353320.00000000,0,160.000000,33.000000,-79.000000,0,0.870000,0.110000,-0.050000,0,,,,,,,,,,,,,,,,0,1.92,,,0,,,,0,,,,,,,,0
GJ 1132 b,Transit,1.62893100,0.00002700,-0.00002700,0,0.015300,0.000500,-0.000500,0,0.220000,,,1,0.00522,0.00072,-0.00072,0,,,,0,6.30000,1.30000,-1.30000,0,3270.00,140.00,-140.00,0,0.18,0.02,-0.02,0,0.21,0.01,-0.01,0,529,9,-9,0,-2.359,0.032,-0.035,0
GJ 1132 c,Transit,8.92900000,0.01000000,-0.01000000,0,0.047600,0.001700,-0.001700,0,0.270000,,,1,0.00831,0.00138,-0.00138,0,,,,0,,,,0,3270.00,140.00,-140.00,0,0.18,0.02,-0.02,0,0.21,0.01,-0.01,0,300,5,-5,0,-2.359,0.032,-0.035,0
GJ 1148 b,Radial Velocity,41.38000000,0.00200000,-0.00100000,0,0.166000,0.001000,-0.001000,0,0.380000,0.010000,-0.012000,0,0.30425,0.00444,-0.00321,0,,,,0,,,,0,3264.00,,,0,0.35,,,0,0.40,,,0,,,,0,-1.699,0.845,-0.699,0
GJ 1148 c,Radial Velocity,532.58000000,4.14000000,-2.52000000,0,0.912000,0.005000,-0.002000,0,0.342000,0.050000,-0.062000,0,0.21414,0.01545,-0.00689,0,,,,0,,,,0,3264.00,,,0,0.35,,,0,0.40,,,0,,,,0,-1.699,0.845,-0.699,0
GJ 1214 b,Transit,1.58040456,0.00000016,-0.00000016,0,0.014110,0.000320,-0.000320,0,,,,,0.01970,0.00270,-0.00270,0,0.254,0.018,-0.018,0,1.49000,0.33000,-0.33000,0,3026.00,150.00,-150.00,0,0.15,0.01,-0.01,0,0.22,0.01,-0.01,0,,,,,,,,
GJ 1265 b,Radial Velocity,3.65110000,0.00120000,-0.00120000,0,0.026000,0.001000,-0.001000,0,0.040000,0.040000,-0.040000,0,0.02328,0.00157,-0.00157,0,,,,0,,,,0,3236.00,51.00,-51.00,0,0.18,0.02,-0.02,0,0.19,0.01,-0.01,0,,,,0,-2.439,0.006,-0.006,0
GJ 143 b,Transit,35.61253000,0.00060000,-0.00062000,0,0.191500,0.005800,-0.006300,0,0.188000,0.076000,-0.078000,0,0.07142,0.00692,-0.00598,0,0.233,0.015,-0.014,0,7.00000,1.60000,-1.30000,0,4640.00,100.00,-100.00,0,0.73,0.07,-0.07,0,0.69,0.03,-0.03,0,422,15,-14,0,-0.686,0.000,0.000,0
GJ 163 b,Radial Velocity,8.63182000,0.00155000,-0.00155000,0,0.060700,0.000010,-0.000010,0,0.073000,0.050000,-0.050000,0,0.03335,0.00189,-0.00189,0,,,,,,,,,3500.00,100.00,-100.00,0,0.40,0.02,-0.02,0,,,,,,,,,-1.708,0.022,-0.023,0
GJ 163 c,Radial Velocity,25.63058000,0.02550000,-0.02550000,0,0.125400,0.000100,-0.000100,0,0.099000,0.086000,-0.086000,0,0.02140,0.00283,-0.00283,0,,,,,,,,,3500.00,100.00,-100.00,0,0.40,0.02,-0.02,0,,,,,,,,,-1.708,0.022,-0.023,0
GJ 163 d,Radial Velocity,603.95116000,7.55862000,-7.55862000,0,1.030400,0.008600,-0.008600,0,0.373000,0.077000,-0.077000,0,0.09250,0.00912,-0.00912,0,,,,,,,,,3500.00,100.00,-100.00,0,0.40,0.02,-0.02,0,,,,,,,,,-1.708,0.022,-0.023,0
GJ 179 b,Radial Velocity,2288.00000000,59.00000000,-59.00000000,0,2.410000,0.040000,-0.040000,0,0.210000,0.080000,-0.080000,0,0.82000,0.07000,-0.07000,0,,,,,,,,,3370.00,100.00,-100.00,0,0.36,0.03,-0.03,0,0.38,0.02,-0.02,0,,,,,-1.796,0.051,-0.058,0
GJ 273 b,Radial Velocity,18.64980000,0.00590000,-0.00520000,0,0.091101,0.000019,-0.000017,0,0.100000,0.090000,-0.070000,0,0.00909,0.00085,-0.00082,0,,,,,,,,,3382.00,49.00,-49.00,0,0.29,,,0,0.29,0.03,-0.03,0,,,,,-2.056,0.243,-0.602,0
GJ 273 c,Radial Velocity,4.72340000,0.00040000,-0.00040000,0,0.036467,0.000002,-0.000002,0,0.170000,0.130000,-0.120000,0,0.00371,0.00050,-0.00050,0,,,,,,,,,3382.00,49.00,-49.00,0,0.29,,,0,0.29,0.03,-0.03,0,,,,,-2.056,0.243,-0.602,0
GJ 3021 b,Radial Velocity,133.71000000,0.20000000,-0.20000000,0,0.490000,,,0,0.511000,0.017000,-0.017000,0,3.37000,0.09000,-0.09000,0,,,,,,,,,5540.00,75.00,-75.00,0,0.90,,,0,0.90,,,0,350,90,-90,0,-0.180,,,0
GJ 3138 b,Radial Velocity,1.22003000,0.00006000,-0.00004000,0,0.019700,0.000500,-0.000500,0,0.190000,0.180000,-0.130000,0,0.00560,0.00107,-0.00104,0,,,,,,,,,3717.00,49.00,-49.00,0,0.68,,,0,0.50,0.03,-0.03,0,,,,,-1.347,0.063,-0.073,0
GJ 3138 c,Radial Velocity,5.97400000,0.00100000,-0.00100000,0,0.057000,0.001000,-0.001000,0,0.110000,0.110000,-0.070000,0,0.01315,0.00192,-0.00186,0,,,,,,,,,3717.00,49.00,-49.00,0,0.68,,,0,0.50,0.03,-0.03,0,,,,,-1.347,0.063,-0.073,0
GJ 3138 d,Radial Velocity,257.80000000,3.60000000,-3.50000000,0,0.698000,0.018000,-0.019000,0,0.320000,0.200000,-0.210000,0,0.03304,0.00724,-0.00661,0,,,,,,,,,3717.00,49.00,-49.00,0,0.68,,,0,0.50,0.03,-0.03,0,,,,,-1.347,0.063,-0.073,0
GJ 317 b,Radial Velocity,692.00000000,2.00000000,-2.00000000,0,1.150000,0.050000,-0.050000,0,0.110000,0.050000,-0.050000,0,2.50000,0.70000,-0.40000,0,,,,,,,,,3510.00,50.00,-50.00,0,0.42,0.05,-0.05,0,,,,,,,,,,,,
GJ 317 c,Radial Velocity,5312.00000000,758.00000000,-1248.00000000,0,,,,0,0.308000,0.065000,-0.079000,0,1.54000,1.26000,-0.57000,0,,,,0,,,,0,3510.00,50.00,-50.00,0,0.42,0.05,-0.05,0,,,,,,,,0,,,,
GJ 328 b,Radial Velocity,4100.00000000,300.00000000,-300.00000000,0,4.500000,0.200000,-0.200000,0,0.370000,0.050000,-0.050000,0,2.30000,0.13000,-0.13000,0,,,,,,,,,3900.00,100.00,-100.00,0,0.69,0.05,-0.05,0,,,,,,,,,,,,
GJ 3293 b,Radial Velocity,30.59870000,0.00830000,-0.00840000,0,0.143390,0.000030,-0.000030,0,0.060000,0.040000,-0.040000,0,0.07406,0.00277,-0.00280,0,,,,,,,,,3466.00,49.00,-49.00,0,0.42,,,0,0.40,0.03,-0.03,0,,,,,-1.658,0.114,-0.044,0
GJ 3293 c,Radial Velocity,122.61960000,0.24290000,-0.23710000,0,0.361750,0.000480,-0.000470,0,0.110000,0.100000,-0.080000,0,0.06636,0.00390,-0.00396,0,,,,,,,,,3466.00,49.00,-49.00,0,0.42,,,0,0.40,0.03,-0.03,0,,,,,-1.658,0.114,-0.044,0
GJ 3293 d,Radial Velocity,48.13450000,0.06280000,-0.06610000,0,0.193940,0.000170,-0.000180,0,0.120000,0.130000,-0.090000,0,0.02391,0.00330,-0.00330,0,,,,,,,,,3466.00,49.00,-49.00,0,0.42,,,0,0.40,0.03,-0.03,0,,,,,-1.658,0.114,-0.044,0
GJ 3293 e,Radial Velocity,13.25430000,0.00780000,-0.01040000,0,0.082080,0.000030,-0.000040,0,0.210000,0.200000,-0.140000,0,0.01032,0.00201,-0.00201,0,,,,,,,,,3466.00,49.00,-49.00,0,0.42,,,0,0.40,0.03,-0.03,0,,,,,-1.658,0.114,-0.044,0
GJ 3323 b,Radial Velocity,5.36360000,0.00070000,-0.00070000,0,0.032820,0.000540,-0.000560,0,0.230000,0.110000,-0.110000,0,0.00636,0.00082,-0.00079,0,,,,,,,,,3159.00,49.00,-49.00,0,0.16,,,0,0.12,0.03,-0.03,0,,,,,-2.569,0.537,-1.431,0
GJ 3323 c,Radial Velocity,40.54000000,0.21000000,-0.19000000,0,0.126400,0.002100,-0.002200,0,0.170000,0.210000,-0.120000,0,0.00727,0.00157,-0.00154,0,,,,,,,,,3159.00,49.00,-49.00,0,0.16,,,0,0.12,0.03,-0.03,0,,,,,-2.569,0.537,-1.431,0
GJ 3341 b,Radial Velocity,14.20700000,0.00700000,-0.00700000,0,0.089000,,,0,0.310000,0.110000,-0.110000,0,0.02080,0.00030,-0.00030,0,,,,,,,,,3526.00,49.00,-49.00,0,0.47,,,0,0.44,0.03,-0.03,0,,,,,-1.538,,,0
GJ 3470 b,Radial Velocity,3.33664960,0.00000390,-0.00000330,0,0.035500,0.001900,-0.001900,0,,,,,0.04373,0.00472,-0.00472,0,0.408,0.016,-0.016,0,0.80000,0.13000,-0.13000,0,3600.00,100.00,-100.00,0,0.54,0.05,-0.04,0,0.55,0.02,-0.02,0,594,97,-97,0,,,,
GJ 3634 b,Radial Velocity,2.64561000,0.00066000,-0.00066000,0,0.028700,0.001000,-0.001100,0,0.080000,0.094000,-0.057000,0,0.02600,0.01300,-0.00500,0,,,,,,,,,,,,,0.45,0.05,-0.05,0,0.43,0.03,-0.03,0,,,,,-1.699,0.041,-0.046,0
GJ 3779 b,Radial Velocity,3.02320000,0.00130000,-0.00130000,0,0.026000,0.001000,-0.001000,0,0.070000,0.050000,-0.050000,0,0.02517,0.00157,-0.00157,0,,,,0,,,,0,3324.00,51.00,-51.00,0,0.27,0.02,-0.02,0,0.28,0.01,-0.01,0,,,,0,-2.062,0.005,-0.006,0
GJ 3942 b,Radial Velocity,6.90500000,0.04000000,-0.04000000,0,0.060800,0.006800,-0.006800,0,0.121000,0.118000,-0.118000,0,0.02246,0.00186,-0.00186,0,,,,0,,,,0,3867.00,69.00,-69.00,0,0.63,0.07,-0.07,0,0.61,0.06,-0.06,0,590,,,0,-1.120,0.100,-0.100,0
GJ 3998 b,Radial Velocity,2.64977000,0.00081000,-0.00077000,0,0.029000,0.001000,-0.001000,0,0.000000,,,0,0.00777,0.00085,-0.00085,0,,,,,,,,,3722.00,68.00,-68.00,0,0.50,0.05,-0.05,0,0.49,0.05,-0.05,0,,,,,-1.387,0.077,-0.094,0
GJ 3998 c,Radial Velocity,13.74000000,0.01600000,-0.01600000,0,0.089000,0.003000,-0.003000,0,0.049000,0.052000,-0.034000,0,0.01970,0.00249,-0.00239,0,,,,,,,,,3722.00,68.00,-68.00,0,0.50,0.05,-0.05,0,0.49,0.05,-0.05,0,,,,,-1.387,0.077,-0.094,0
GJ 411 b,Radial Velocity,12.95320000,0.00790000,-0.00790000,0,0.078500,0.002700,-0.002700,0,0.220000,0.130000,-0.130000,0,0.00941,0.00145,-0.00145,0,,,,0,,,,0,3563.00,60.00,-60.00,0,0.39,0.04,-0.04,0,0.39,0.01,-0.01,0,350,0,0,0,-1.658,0.040,-0.044,0
GJ 4276 b,Radial Velocity,13.35200000,0.00300000,-0.00300000,0,0.082000,0.002000,-0.002000,0,0.370000,0.030000,-0.030000,0,0.05213,0.00296,-0.00299,0,,,,0,,,,0,3387.00,51.00,-51.00,0,0.41,0.03,-0.03,0,0.41,0.01,-0.01,0,,,,0,-1.706,0.007,-0.007,0
GJ 433 b,Radial Velocity,7.37090000,0.00080000,-0.00080000,0,0.060000,0.000000,0.000000,0,0.080000,0.080000,-0.080000,0,0.02000,0.01000,-0.01000,0,,,,0,,,,0,3461.00,150.00,-150.00,0,0.59,0.22,-0.22,0,0.50,0.04,-0.04,0,,,,0,,,,0
GJ 436 b,Radial Velocity,2.64388312,0.00000057,-0.00000057,0,0.029100,0.001500,-0.001500,0,0.138270,0.000180,-0.000180,0,0.07000,0.00700,-0.00700,0,0.372,0.015,-0.015,0,1.80000,0.29000,-0.29000,0,,,,,0.47,0.07,-0.07,0,0.46,0.02,-0.02,0,,,,,,,,
GJ 504 b,Imaging,,,,,43.500000,,,0,,,,,4.00000,4.50000,-1.00000,0,,,,,,,,,6234.00,25.00,-25.00,0,1.22,0.08,-0.08,0,,,,,510,30,-20,0,0.332,0.032,-0.032,0
